Source,Target,Weight,Journal
"Binns, Henry Bryan","Macdonald, W. A.",2,marsden-edges
"Binns, Henry Bryan","Ed. of ""The Freewoman""",5,marsden-edges
"Binns, Henry Bryan","Schvan, August",2,marsden-edges
"Binns, Henry Bryan","Low, B.",3,marsden-edges
"Binns, Henry Bryan","Leatham, Isabel",2,marsden-edges
"Binns, Henry Bryan","West, Rebecca",3,marsden-edges
"Binns, Henry Bryan","Guthrie, Edward K.",2,marsden-edges
"Binns, Henry Bryan",A Protestant,2,marsden-edges
"Binns, Henry Bryan",Bloomsbury,2,marsden-edges
"Binns, Henry Bryan","Weston, Selwyn",2,marsden-edges
"Binns, Henry Bryan","Hamilton, Helen",2,marsden-edges
"Binns, Henry Bryan","Kitson, Arthur",2,marsden-edges
"Binns, Henry Bryan","Lewis, Arthur D.",3,marsden-edges
"Ed. of ""The Egoist""",M. de V.-M.,4,marsden-edges
"Ed. of ""The Egoist""","Williams, William Carlos",3,marsden-edges
"Ed. of ""The Egoist""",D. M.,4,marsden-edges
"Ed. of ""The Egoist""",F. T. S.,4,marsden-edges
"Ed. of ""The Egoist""",C. S. H.,2,marsden-edges
"Ed. of ""The Egoist""","Lawrence, D. H.",2,marsden-edges
"Ed. of ""The Egoist""",Auceps,3,marsden-edges
"Ed. of ""The Egoist""","Moore, Marianne",2,marsden-edges
"Ed. of ""The Egoist""","Sartoris, C.",3,marsden-edges
"Ed. of ""The Egoist""","Wright, Josephine",2,marsden-edges
"Ed. of ""The Egoist""","Aldington, Richard",17,marsden-edges
"Ed. of ""The Egoist""","Byington, Steven T.",2,marsden-edges
"Ed. of ""The Egoist""","Segonzac, André Dunoyer de",2,marsden-edges
"Ed. of ""The Egoist""","Groff, Alice",3,marsden-edges
"Ed. of ""The Egoist""","Flint, F. S.",2,marsden-edges
"Ed. of ""The Egoist""","Gaudier-Brzeska, Henri",3,marsden-edges
"Ed. of ""The Egoist""","Marsden, Dora",9,marsden-edges
"Ed. of ""The Egoist""","Storer, Edward",3,marsden-edges
"Ed. of ""The Egoist""",M. E. A.,2,marsden-edges
"Ed. of ""The Egoist""","Fontenelle, Bernard le Bovier de",2,marsden-edges
"Ed. of ""The Egoist""","Kuehn, Herman",2,marsden-edges
"Ed. of ""The Egoist""","Eliot, T. S.",2,marsden-edges
"Ed. of ""The Egoist""","Joyce, James",12,marsden-edges
"Ed. of ""The Egoist""","Henry, Leigh",5,marsden-edges
"Ed. of ""The Egoist""","Fletcher, John Gould",4,marsden-edges
"Ed. of ""The Egoist""","Defries, Amelia",3,marsden-edges
"Ed. of ""The Egoist""",R. R. W.,4,marsden-edges
"Ed. of ""The Egoist""","Harpur, Caldwell",5,marsden-edges
"Ed. of ""The Egoist""","Jameson, Storm",3,marsden-edges
"Ed. of ""The Egoist""","Hall, Bolton",2,marsden-edges
"Ed. of ""The Egoist""","Cournos, John",2,marsden-edges
"Ed. of ""The Egoist""","Mowrer, Edgar A.",2,marsden-edges
"Ed. of ""The Egoist""","von Helmholtz, Bastien",2,marsden-edges
"Ed. of ""The Egoist""",H. D.,2,marsden-edges
"Ed. of ""The Egoist""",H. S. C.,5,marsden-edges
"Ed. of ""The Egoist""","Teulon Porter, Noel",3,marsden-edges
"Ed. of ""The Egoist""","Lowell, Amy",2,marsden-edges
"Ed. of ""The Egoist""","Fysher, Greevz",2,marsden-edges
"Ed. of ""The Egoist""","Altenberg, Peter",2,marsden-edges
"Boord, Coralie M.","Foss, William",3,marsden-edges
"Boord, Coralie M.","Gallichan, Walter M.",2,marsden-edges
"Boord, Coralie M.","Scott, K. D.",2,marsden-edges
"Boord, Coralie M.","Brodie, Mimi",2,marsden-edges
"Boord, Coralie M.",B. A. S.,2,marsden-edges
"Boord, Coralie M.","Norman, C. H.",2,marsden-edges
"Boord, Coralie M.","Haynes, E. S. P.",2,marsden-edges
"Boord, Coralie M.",M. S.,2,marsden-edges
"Boord, Coralie M.","Drysdale, Charles V.",4,marsden-edges
"Boord, Coralie M.","Mortished, R. J. P.",2,marsden-edges
"Boord, Coralie M.","West, Rebecca",5,marsden-edges
"Boord, Coralie M.",A. B.,2,marsden-edges
"Boord, Coralie M.","Pearce, I. D.",3,marsden-edges
"Boord, Coralie M.","Jacobs, E.",2,marsden-edges
"Boord, Coralie M.","Weston, Selwyn",3,marsden-edges
"Boord, Coralie M.","Melvin, Alice",2,marsden-edges
"Boord, Coralie M.","Ed. of ""The Freewoman""",7,marsden-edges
"Boord, Coralie M.","Watts, Frank",2,marsden-edges
"Boord, Coralie M.","Aldred, Guy A.",2,marsden-edges
"Boord, Coralie M.","Hindshaw, Winifred",2,marsden-edges
"Boord, Coralie M.","D'Auvergne, Edmund B.",3,marsden-edges
"Boord, Coralie M.","Higgs, Mary",2,marsden-edges
"Boord, Coralie M.","Lewis, Arthur D.",5,marsden-edges
"Boord, Coralie M.","Haughton, Amy",2,marsden-edges
"Boord, Coralie M.","Watson, E. M.",2,marsden-edges
"Granville, Charles","Macdonald, W. A.",3,marsden-edges
"Granville, Charles","Ed. of ""The Freewoman""",4,marsden-edges
"Granville, Charles","Macdonald, Helen M.",3,marsden-edges
"Granville, Charles","Norman, C. H.",2,marsden-edges
"Granville, Charles","Hamilton, Helen",2,marsden-edges
"Granville, Charles","West, Rebecca",4,marsden-edges
"Swan, F. R. (Rev.)","Norman, C. H.",2,marsden-edges
"Swan, F. R. (Rev.)","Ed. of ""The Freewoman""",2,marsden-edges
"Swan, F. R. (Rev.)",B. L.,2,marsden-edges
"Swan, F. R. (Rev.)","West, Rebecca",2,marsden-edges
"Moore, Marianne","Sinclair, May",2,marsden-edges
"Moore, Marianne","Aldington, Richard",9,marsden-edges
"Moore, Marianne",D. M.,3,marsden-edges
"Moore, Marianne","Flint, F. S.",2,marsden-edges
"Moore, Marianne","Storer, Edward",2,marsden-edges
"Moore, Marianne","Fontenelle, Bernard le Bovier de",4,marsden-edges
"Moore, Marianne","Joyce, James",3,marsden-edges
"Moore, Marianne","Henry, Leigh",4,marsden-edges
"Moore, Marianne","Fletcher, John Gould",4,marsden-edges
"Moore, Marianne","Cournos, John",4,marsden-edges
"Moore, Marianne","Montagu-Nathan, M.",3,marsden-edges
"Moore, Marianne",H. D.,4,marsden-edges
"Moore, Marianne","Symons, Arthur",2,marsden-edges
"Moore, Marianne","Marsden, Dora",8,marsden-edges
"Moore, Marianne","Randall, Alec W. G.",4,marsden-edges
"Moore, Marianne","Whitall, James",2,marsden-edges
"Moore, Marianne","Wright, Josephine",2,marsden-edges
"Moore, Marianne","Eliot, T. S.",2,marsden-edges
Auceps,"Joyce, James",3,marsden-edges
Auceps,"Teulon Porter, Noel",3,marsden-edges
Auceps,"Aldington, Richard",3,marsden-edges
"Dobrée, B.",D. M.,2,marsden-edges
"Dobrée, B.",H. D.,2,marsden-edges
"Dobrée, B.","Marsden, Dora",2,marsden-edges
"Dobrée, B.","Henry, Leigh",3,marsden-edges
"Dobrée, B.","Aldington, Richard",3,marsden-edges
"Dobrée, B.","Fontenelle, Bernard le Bovier de",2,marsden-edges
"Brodie, Mimi","Gallichan, Walter M.",2,marsden-edges
"Brodie, Mimi","Foss, William",2,marsden-edges
"Brodie, Mimi","Ed. of ""The Freewoman""",4,marsden-edges
"Brodie, Mimi","Macdonald, Helen M.",2,marsden-edges
"Brodie, Mimi","Norman, C. H.",3,marsden-edges
"Brodie, Mimi","Drysdale, Charles V.",2,marsden-edges
"Brodie, Mimi","Lewis, Arthur D.",2,marsden-edges
"Brodie, Mimi","West, Rebecca",4,marsden-edges
"Andronikoff, Natalia",H. D.,2,marsden-edges
"Andronikoff, Natalia","Hilton, John",2,marsden-edges
"Andronikoff, Natalia","Henry, Leigh",2,marsden-edges
"Andronikoff, Natalia","Jameson, Margaret Storm",2,marsden-edges
"Andronikoff, Natalia","Aldington, Richard",2,marsden-edges
"Noguchi, Yone","Williams, William Carlos",2,marsden-edges
"Noguchi, Yone","Marsden, Dora",5,marsden-edges
"Noguchi, Yone",H. D.,3,marsden-edges
"Noguchi, Yone","Symons, Arthur",2,marsden-edges
"Noguchi, Yone","Michelson, Max",2,marsden-edges
"Noguchi, Yone","Lawrence, D. H.",2,marsden-edges
"Noguchi, Yone","Fletcher, John Gould",2,marsden-edges
"Noguchi, Yone","De Bosschère, Jean",3,marsden-edges
"Noguchi, Yone","Aldington, Richard",3,marsden-edges
"Noguchi, Yone","Fontenelle, Bernard le Bovier de",3,marsden-edges
"Noguchi, Yone","Cournos, John",2,marsden-edges
"Noguchi, Yone","Eliot, T. S.",2,marsden-edges
"Cobb, W. F. (D.D.)","Chew, Ada Nield",2,marsden-edges
"Cobb, W. F. (D.D.)","Ed. of ""The Freewoman""",2,marsden-edges
"Cobb, W. F. (D.D.)","Browne, F. W. Stella",2,marsden-edges
"Cobb, W. F. (D.D.)","Skovgaard-Pedersen, Amy",2,marsden-edges
"Cobb, W. F. (D.D.)","West, Rebecca",2,marsden-edges
"Kauffman, Reginald Wright",D. M.,2,marsden-edges
"Kauffman, Reginald Wright","Macdonald, W. A.",2,marsden-edges
"Kauffman, Reginald Wright","Ed. of ""The New Freewoman""",3,marsden-edges
"Kauffman, Reginald Wright","Ed. of ""The Freewoman""",2,marsden-edges
"Kauffman, Reginald Wright","Macdonald, Helen M.",2,marsden-edges
"Kauffman, Reginald Wright",F. R. A. I.,2,marsden-edges
"Kauffman, Reginald Wright","Aldington, Richard",4,marsden-edges
"Kauffman, Reginald Wright",The Chancellor,2,marsden-edges
"Kauffman, Reginald Wright","Sartoris, C.",2,marsden-edges
"Kauffman, Reginald Wright","West, Rebecca",5,marsden-edges
"Kauffman, Reginald Wright","Joyce, James",3,marsden-edges
"Kauffman, Reginald Wright","Henry, Leigh",2,marsden-edges
"Kauffman, Reginald Wright",R. R. W.,2,marsden-edges
"Kauffman, Reginald Wright","Harpur, Caldwell",2,marsden-edges
"Kauffman, Reginald Wright","Tucker, Benjamin R.",3,marsden-edges
"Kauffman, Reginald Wright","Byington, Steven T.",4,marsden-edges
"Kauffman, Reginald Wright",B. L.,2,marsden-edges
"Sinclair, Upton","Ed. of ""The Freewoman""",2,marsden-edges
"Sinclair, Upton","Norman, C. H.",2,marsden-edges
"Sinclair, Upton",B. L.,2,marsden-edges
"Sinclair, Upton","Weston, Selwyn",2,marsden-edges
R. R. W.,D. M.,2,marsden-edges
R. R. W.,"Joyce, James",6,marsden-edges
R. R. W.,"Henry, Leigh",3,marsden-edges
R. R. W.,"Byington, Steven T.",2,marsden-edges
R. R. W.,"Harpur, Caldwell",2,marsden-edges
R. R. W.,"Jameson, Storm",2,marsden-edges
R. R. W.,"Aldington, Richard",6,marsden-edges
R. R. W.,F. T. S.,2,marsden-edges
R. R. W.,"Marsden, Dora",2,marsden-edges
R. R. W.,H. S. C.,3,marsden-edges
R. R. W.,"Gaudier-Brzeska, Henri",2,marsden-edges
R. R. W.,M. de V.-M.,3,marsden-edges
"Beauduin, Nicholas","Joyce, James",2,marsden-edges
"Beauduin, Nicholas","Marsden, Dora",2,marsden-edges
"Whitall, James","Aldington, Richard",2,marsden-edges
"Whitall, James","Cournos, John",2,marsden-edges
"Weston, Selwyn","O'Robin, F.",2,marsden-edges
"Weston, Selwyn","Foss, William",2,marsden-edges
"Weston, Selwyn","Macdonald, W. A.",2,marsden-edges
"Weston, Selwyn","Ed. of ""The Freewoman""",12,marsden-edges
"Weston, Selwyn",B. A. S.,2,marsden-edges
"Weston, Selwyn","Pearce, I. D.",2,marsden-edges
"Weston, Selwyn","Brace, Jennie C.",2,marsden-edges
"Weston, Selwyn",M. S.,2,marsden-edges
"Weston, Selwyn","Low, B.",3,marsden-edges
"Weston, Selwyn","Craig, Jane",2,marsden-edges
"Weston, Selwyn","West, Rebecca",5,marsden-edges
"Weston, Selwyn","Oyler, Philip",3,marsden-edges
"Weston, Selwyn",A. B.,2,marsden-edges
"Weston, Selwyn","Langworthy, F.",2,marsden-edges
"Weston, Selwyn","Haynes, E. S. P.",3,marsden-edges
"Weston, Selwyn",A New Subscriber,2,marsden-edges
"Weston, Selwyn","Skovgaard-Pedersen, Amy",2,marsden-edges
"Weston, Selwyn","Aldred, Guy A.",3,marsden-edges
"Weston, Selwyn","Hindshaw, Winifred",5,marsden-edges
"Weston, Selwyn","Rubinstein, H. F.",2,marsden-edges
"Weston, Selwyn","Sherwen, P.",2,marsden-edges
"Weston, Selwyn","Drysdale, Bessie",2,marsden-edges
"Weston, Selwyn","Kitson, Arthur",2,marsden-edges
"Weston, Selwyn","Guthrie, Edward K.",3,marsden-edges
"Weston, Selwyn","Lewis, Arthur D.",5,marsden-edges
"Weston, Selwyn","Haughton, Amy",5,marsden-edges
"Weston, Selwyn",Home Worker,2,marsden-edges
"Weston, Selwyn",B. L.,4,marsden-edges
"Weston, Selwyn","Scott, K. D.",2,marsden-edges
"Weston, Selwyn","Warde, Julian",2,marsden-edges
"Weston, Selwyn","Macdonald, Helen M.",3,marsden-edges
"Weston, Selwyn","Baty, T.",2,marsden-edges
"Weston, Selwyn","D'Auvergne, Edmund B.",3,marsden-edges
"Weston, Selwyn","Norman, C. H.",4,marsden-edges
"Weston, Selwyn",Various Hands,2,marsden-edges
"Weston, Selwyn",Drysdale (Dr.),2,marsden-edges
"Weston, Selwyn",O. K.,2,marsden-edges
"Weston, Selwyn","Eder, M. D.",2,marsden-edges
"Weston, Selwyn","Harding, G. L.",2,marsden-edges
"Weston, Selwyn","Browne, Edith A.",3,marsden-edges
"Weston, Selwyn","Watts, Frank",3,marsden-edges
"Weston, Selwyn",The Wife of the Man Married and Happy,2,marsden-edges
"Weston, Selwyn",A Protestant,2,marsden-edges
"Weston, Selwyn","Drysdale, Charles V.",5,marsden-edges
"Weston, Selwyn","Watson, E. M.",3,marsden-edges
A Woman,"Ed. of ""The Freewoman""",2,marsden-edges
A Woman,"Macdonald, W. A.",2,marsden-edges
A Woman,"Macdonald, Helen M.",2,marsden-edges
A Woman,"West, Rebecca",2,marsden-edges
"Haughton, Amy","West, Rebecca",2,marsden-edges
"Haughton, Amy","Scott, K. D.",3,marsden-edges
"Haughton, Amy","Ed. of ""The Freewoman""",6,marsden-edges
"Haughton, Amy","Pearce, I. D.",2,marsden-edges
"Haughton, Amy","Gill, Eric",2,marsden-edges
"Haughton, Amy","Drysdale, Charles V.",4,marsden-edges
"Haughton, Amy","Eder, M. D.",2,marsden-edges
"Haughton, Amy","Leatham, Isabel",4,marsden-edges
"Haughton, Amy","Craig, Jane",2,marsden-edges
"Haughton, Amy","Haynes, E. S. P.",3,marsden-edges
"Haughton, Amy","Jacobs, E.",2,marsden-edges
"Haughton, Amy","Browne, Edith A.",3,marsden-edges
"Haughton, Amy","Hindshaw, Winifred",3,marsden-edges
"Haughton, Amy","Drysdale, Bessie",2,marsden-edges
"Haughton, Amy","Murray, Mary Neilson",2,marsden-edges
"Haughton, Amy","D'Auvergne, Edmund B.",4,marsden-edges
"Haughton, Amy","Oyler, Philip",2,marsden-edges
"Haughton, Amy","Higgs, Mary",2,marsden-edges
"Haughton, Amy",E. S. P. H.,2,marsden-edges
"Haughton, Amy","Lewis, Arthur D.",4,marsden-edges
"Haughton, Amy",B. L.,2,marsden-edges
"Haughton, Amy","Wells, H. G.",2,marsden-edges
"Haughton, Amy","Watson, E. M.",2,marsden-edges
"Flecker, James Elroy","Joyce, James",2,marsden-edges
"Flecker, James Elroy","Aldington, Richard",2,marsden-edges
"Vulliamy, Katharine","Norman, C. H.",2,marsden-edges
"Vulliamy, Katharine","Ed. of ""The Freewoman""",2,marsden-edges
"Vulliamy, Katharine","West, Rebecca",2,marsden-edges
"Oyler, Philip","Ed. of ""The Freewoman""",4,marsden-edges
"Oyler, Philip","Drysdale, Charles V.",2,marsden-edges
"Oyler, Philip",A New Subscriber,2,marsden-edges
"Oyler, Philip","Hamilton, Helen",3,marsden-edges
"Oyler, Philip","Macdonald, W. A.",2,marsden-edges
"Oyler, Philip","Lewis, Arthur D.",2,marsden-edges
"Oyler, Philip","Leatham, Isabel",2,marsden-edges
"Oyler, Philip","West, Rebecca",3,marsden-edges
"Browne, F. W. Stella","Grierson, Francis",2,marsden-edges
"Browne, F. W. Stella","Tayleur, Richard",2,marsden-edges
"Browne, F. W. Stella","Aldington, Richard",2,marsden-edges
"Browne, F. W. Stella","Norman, C. H.",4,marsden-edges
"Browne, F. W. Stella","Chew, Ada Nield",2,marsden-edges
"Browne, F. W. Stella","Low, B.",2,marsden-edges
"Browne, F. W. Stella","West, Rebecca",4,marsden-edges
"Browne, F. W. Stella","Gawthorpe, Mary",2,marsden-edges
"Browne, F. W. Stella","Skovgaard-Pedersen, Amy",2,marsden-edges
"Browne, F. W. Stella","Lowell, Amy",2,marsden-edges
"Browne, F. W. Stella","Kitson, Arthur",4,marsden-edges
"Browne, F. W. Stella","D'Auvergne, Edmund B.",2,marsden-edges
"Browne, F. W. Stella","Ed. of ""The Freewoman""",5,marsden-edges
"Browne, F. W. Stella","Fysher, Greevz",3,marsden-edges
"Lawrence, D. H.","Sinclair, May",2,marsden-edges
"Lawrence, D. H.","De Bosschère, Jean",2,marsden-edges
"Lawrence, D. H.","Flint, F. S.",2,marsden-edges
"Lawrence, D. H.","Aldington, Richard",2,marsden-edges
"Lawrence, D. H.","Marsden, Dora",3,marsden-edges
"Lawrence, D. H.",H. D.,3,marsden-edges
F. T. S.,D. M.,2,marsden-edges
F. T. S.,"Mowrer, Edgar A.",2,marsden-edges
F. T. S.,"Joyce, James",4,marsden-edges
F. T. S.,"Henry, Leigh",2,marsden-edges
F. T. S.,"Groff, Alice",2,marsden-edges
F. T. S.,"Jameson, Storm",2,marsden-edges
F. T. S.,"Aldington, Richard",6,marsden-edges
F. T. S.,"Hall, Bolton",2,marsden-edges
F. T. S.,"Cournos, John",2,marsden-edges
F. T. S.,"Marsden, Dora",3,marsden-edges
F. T. S.,M. de V.-M.,2,marsden-edges
F. T. S.,"Sartoris, C.",2,marsden-edges
F. T. S.,"Byington, Steven T.",2,marsden-edges
F. T. S.,H. S. C.,2,marsden-edges
F. T. S.,"Altenberg, Peter",2,marsden-edges
"Lafon, André","Marriott, Ernest",2,marsden-edges
"Lafon, André","Flint, F. S.",2,marsden-edges
"Lafon, André","Aldington, Richard",2,marsden-edges
H. S. C.,"Joyce, James",5,marsden-edges
H. S. C.,"Harpur, Caldwell",2,marsden-edges
H. S. C.,"Jameson, Storm",3,marsden-edges
H. S. C.,"Aldington, Richard",5,marsden-edges
H. S. C.,"Sartoris, C.",2,marsden-edges
H. S. C.,"Byington, Steven T.",2,marsden-edges
H. S. C.,"Gaudier-Brzeska, Henri",2,marsden-edges
H. S. C.,M. E. A.,2,marsden-edges
H. S. C.,M. de V.-M.,3,marsden-edges
H. S. W.,"Joyce, James",2,marsden-edges
H. S. W.,"Henry, Leigh",3,marsden-edges
H. S. W.,"Fletcher, John Gould",2,marsden-edges
H. S. W.,"Groff, Alice",3,marsden-edges
H. S. W.,"Aldington, Richard",6,marsden-edges
H. S. W.,H. D.,2,marsden-edges
H. S. W.,"Flint, F. S.",2,marsden-edges
H. S. W.,"Randall, Alec W. G.",2,marsden-edges
"Graham, Rachel","Chew, Ada Nield",2,marsden-edges
"Graham, Rachel","Gawthorpe, Mary",2,marsden-edges
"Graham, Rachel","Ed. of ""The Freewoman""",4,marsden-edges
"Graham, Rachel","Melvin, Alice",2,marsden-edges
"Graham, Rachel","Mylius, E. F.",2,marsden-edges
"Graham, Rachel","Norman, C. H.",3,marsden-edges
"Graham, Rachel","Kitson, Arthur",3,marsden-edges
"Graham, Rachel","D'Auvergne, Edmund B.",3,marsden-edges
"Graham, Rachel","Lewis, Arthur D.",2,marsden-edges
"Graham, Rachel","West, Rebecca",5,marsden-edges
"Graham, Rachel","Guthrie, Edward K.",2,marsden-edges
"Montagu-Nathan, M.","Harpur, Caldwell",4,marsden-edges
"Montagu-Nathan, M.",D. M.,4,marsden-edges
"Montagu-Nathan, M.","Joyce, James",6,marsden-edges
"Montagu-Nathan, M.","Fletcher, John Gould",3,marsden-edges
"Montagu-Nathan, M.",M. C.,2,marsden-edges
"Montagu-Nathan, M.","Aldington, Richard",7,marsden-edges
"Montagu-Nathan, M.","Cournos, John",4,marsden-edges
"Montagu-Nathan, M.","Groff, Alice",2,marsden-edges
"Montagu-Nathan, M.",H. D.,3,marsden-edges
"Montagu-Nathan, M.","Marsden, Dora",7,marsden-edges
"Montagu-Nathan, M.","Randall, Alec W. G.",6,marsden-edges
"Montagu-Nathan, M.","Storer, Edward",2,marsden-edges
"Montagu-Nathan, M.","Fontenelle, Bernard le Bovier de",2,marsden-edges
"Montagu-Nathan, M.","Jameson, Margaret Storm",2,marsden-edges
"Holmes, Mary","West, Rebecca",2,marsden-edges
Folgore da San Gemignano,"Aldington, Richard",2,marsden-edges
Folgore da San Gemignano,"Marsden, Dora",2,marsden-edges
Folgore da San Gemignano,D. M.,2,marsden-edges
"Rodker, J.","Ed. of ""The Freewoman""",2,marsden-edges
"Rodker, J.","West, Rebecca",2,marsden-edges
"Rodker, J.","Herrin, Edwin",2,marsden-edges
"Goldring, Douglas","Rodker, John",2,marsden-edges
"Goldring, Douglas","Joyce, James",2,marsden-edges
"Goldring, Douglas","Marsden, Dora",3,marsden-edges
"Goldring, Douglas","Aldington, Richard",3,marsden-edges
"Skovgaard-Pedersen, Amy","O'Robin, F.",2,marsden-edges
"Skovgaard-Pedersen, Amy","Chew, Ada Nield",2,marsden-edges
"Skovgaard-Pedersen, Amy","Warde, Julian",2,marsden-edges
"Skovgaard-Pedersen, Amy","West, Rebecca",3,marsden-edges
"Skovgaard-Pedersen, Amy","Ed. of ""The Freewoman""",5,marsden-edges
"Skovgaard-Pedersen, Amy","Burnett, Alice C.",2,marsden-edges
"Skovgaard-Pedersen, Amy","Wrench, G. T.",2,marsden-edges
"Skovgaard-Pedersen, Amy","Aldred, Guy A.",2,marsden-edges
"Skovgaard-Pedersen, Amy","Hindshaw, Winifred",2,marsden-edges
"Skovgaard-Pedersen, Amy","Randolph, Stanley",2,marsden-edges
"Skovgaard-Pedersen, Amy","Norman, C. H.",4,marsden-edges
"Skovgaard-Pedersen, Amy","Langworthy, F.",2,marsden-edges
"Skovgaard-Pedersen, Amy","Kitson, Arthur",3,marsden-edges
"Skovgaard-Pedersen, Amy","Low, B.",3,marsden-edges
"Skovgaard-Pedersen, Amy",A Protestant,2,marsden-edges
"Skovgaard-Pedersen, Amy","Guthrie, Edward K.",3,marsden-edges
"Pearce, I. D.","Ed. of ""The Freewoman""",3,marsden-edges
"Pearce, I. D.","Higgs, Mary",2,marsden-edges
"Pearce, I. D.","Mortished, R. J. P.",2,marsden-edges
"Pearce, I. D.","Lewis, Arthur D.",2,marsden-edges
"Pearce, I. D.","West, Rebecca",2,marsden-edges
"McClure, Jack","Aldington, Richard",3,marsden-edges
"McClure, Jack","Joyce, James",2,marsden-edges
"McClure, Jack","Sartoris, C.",2,marsden-edges
"McClure, Jack","Byington, Steven T.",3,marsden-edges
"McClure, Jack","Henry, Leigh",2,marsden-edges
"McClure, Jack","Jameson, Storm",2,marsden-edges
"Teulon Porter, Noel","Joyce, James",3,marsden-edges
"Teulon Porter, Noel","Aldington, Richard",3,marsden-edges
"Macdonald, Helen M.","Foss, William",4,marsden-edges
"Macdonald, Helen M.","Macdonald, W. A.",9,marsden-edges
"Macdonald, Helen M.","Melville, Lewis",2,marsden-edges
"Macdonald, Helen M.","Norman, C. H.",6,marsden-edges
"Macdonald, Helen M.","Low, B.",3,marsden-edges
"Macdonald, Helen M.",O. K.,2,marsden-edges
"Macdonald, Helen M.","West, Rebecca",10,marsden-edges
"Macdonald, Helen M.","Guthrie, Edward K.",4,marsden-edges
"Macdonald, Helen M.","Theobald, Margaret",2,marsden-edges
"Macdonald, Helen M.","Gawthorpe, Mary",3,marsden-edges
"Macdonald, Helen M.","Melvin, Alice",2,marsden-edges
"Macdonald, Helen M.","Ed. of ""The Freewoman""",11,marsden-edges
"Macdonald, Helen M.","Rubinstein, H. F.",3,marsden-edges
"Macdonald, Helen M.","Langworthy, F.",2,marsden-edges
"Macdonald, Helen M.","Kitson, Arthur",2,marsden-edges
"Macdonald, Helen M.","D'Auvergne, Edmund B.",3,marsden-edges
"Macdonald, Helen M.","Lewis, Arthur D.",4,marsden-edges
"Macdonald, Helen M.",B. L.,2,marsden-edges
Bloomsbury,"Gawthorpe, Mary",2,marsden-edges
Bloomsbury,"Macdonald, W. A.",2,marsden-edges
Bloomsbury,"Ed. of ""The Freewoman""",3,marsden-edges
Bloomsbury,"Morgan, E. Noel",2,marsden-edges
Bloomsbury,"Hamilton, Helen",2,marsden-edges
Bloomsbury,"Kitson, Arthur",2,marsden-edges
Bloomsbury,"Lewis, Arthur D.",3,marsden-edges
Bloomsbury,"Guthrie, Edward K.",2,marsden-edges
"Joyce, James","Williams, William Carlos",5,marsden-edges
"Joyce, James",D. M.,11,marsden-edges
"Joyce, James","Cros, Guy-Charles",2,marsden-edges
"Joyce, James","Groff, Alice",7,marsden-edges
"Joyce, James","Sartoris, C.",4,marsden-edges
"Joyce, James","Jouve, P. J.",2,marsden-edges
"Joyce, James","Aldington, Richard",27,marsden-edges
"Joyce, James","Scott, Evelyn",2,marsden-edges
"Joyce, James","Flint, F. S.",3,marsden-edges
"Joyce, James","Rodker, John",3,marsden-edges
"Joyce, James",M. C.,5,marsden-edges
"Joyce, James","Gaudier-Brzeska, Henri",3,marsden-edges
"Joyce, James","Meulen, Henry",2,marsden-edges
"Joyce, James","Storer, Edward",2,marsden-edges
"Joyce, James","Randall, Alec W. G.",5,marsden-edges
"Joyce, James",M. E. A.,2,marsden-edges
"Joyce, James","Kuehn, Herman",2,marsden-edges
"Joyce, James","Mowrer, Edgar A.",2,marsden-edges
"Joyce, James","Henry, Nancy",2,marsden-edges
"Joyce, James","Eliot, T. S.",3,marsden-edges
"Joyce, James",K'ung the Master,2,marsden-edges
"Joyce, James","Altenberg, Peter",2,marsden-edges
"Joyce, James","Defries, Amelia",3,marsden-edges
"Joyce, James","Fysher, Greevz",2,marsden-edges
"Joyce, James","Harpur, Caldwell",10,marsden-edges
"Joyce, James","Pulley, Honor M.",2,marsden-edges
"Joyce, James","Jameson, Storm",4,marsden-edges
"Joyce, James",C. S. H.,2,marsden-edges
"Joyce, James","Cournos, John",5,marsden-edges
"Joyce, James","Henry, Leigh",9,marsden-edges
"Joyce, James","von Helmholtz, Bastien",4,marsden-edges
"Joyce, James","Marsden, Dora",20,marsden-edges
"Joyce, James","Segonzac, André Dunoyer de",2,marsden-edges
"Joyce, James","Fletcher, John Gould",6,marsden-edges
"Joyce, James","Byington, Steven T.",6,marsden-edges
"Joyce, James","Lowell, Amy",3,marsden-edges
"Joyce, James","Pulley, H. M.",2,marsden-edges
"Joyce, James",M. de V.-M.,5,marsden-edges
"Joyce, James","Boyd, Ernest A.",2,marsden-edges
"Joyce, James","Watson, E. M.",2,marsden-edges
"Hadley, Helena","Ed. of ""The Freewoman""",2,marsden-edges
"Hadley, Helena","Norman, C. H.",2,marsden-edges
"Hadley, Helena","Kitson, Arthur",2,marsden-edges
"Hadley, Helena",B. L.,2,marsden-edges
"Woods, R. C. Fletcher",A Bystander,2,marsden-edges
"Woods, R. C. Fletcher","Ed. of ""The Freewoman""",3,marsden-edges
"Woods, R. C. Fletcher","Kitson, Arthur",2,marsden-edges
"Woods, R. C. Fletcher","Fysher, Greevz",2,marsden-edges
"Woods, R. C. Fletcher","Low, B.",2,marsden-edges
"Woods, R. C. Fletcher",X,2,marsden-edges
"Woods, R. C. Fletcher","Guthrie, Edward K.",2,marsden-edges
"Woods, R. C. Fletcher","Watson, E. M.",2,marsden-edges
A. B.,"Ed. of ""The Freewoman""",5,marsden-edges
